family,n_unknowns,n_pairs,mean,var,mad05,range
X,4,2,0.4140625,0.00299072265625,0.0859375,0.109375
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.50390625,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.4375,0.00054931640625,0.0625,0.046875
X,4,2,0.515625,0.002197265625,0.046875,0.09375
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.515625,6.103515625e-05,0.015625,0.015625
X,4,2,0.45703125,0.0001373291015625,0.04296875,0.0234375
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.515625,0.000244140625,0.015625,0.03125
X,4,2,0.515625,0.000244140625,0.015625,0.03125
X,4,2,0.51171875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.48046875,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.4453125,0.0,0.0546875,0.0
X,4,2,0.47265625,0.0001373291015625,0.02734375,0.0234375
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.49609375,1.52587890625e-05,0.00390625,0.0078125
X,4,2,0.5,0.0,0.0,0.0
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.484375,0.00054931640625,0.0234375,0.046875
X,4,2,0.453125,0.00494384765625,0.0703125,0.140625
X,4,2,0.4765625,0.002197265625,0.046875,0.09375
X,4,2,0.48828125,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.5,6.103515625e-05,0.0078125,0.015625
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.4453125,0.000244140625,0.0546875,0.03125
X,4,2,0.46484375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.35546875,0.0044097900390625,0.14453125,0.1328125
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.47265625,0.0001373291015625,0.02734375,0.0234375
X,4,2,0.4375,0.00299072265625,0.0625,0.109375
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.453125,0.00054931640625,0.046875,0.046875
X,4,2,0.4453125,0.0,0.0546875,0.0
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.4296875,0.00152587890625,0.0703125,0.078125
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.4296875,6.103515625e-05,0.0703125,0.015625
X,4,2,0.47265625,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.4375,0.002197265625,0.0625,0.09375
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.48046875,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.45703125,0.0007476806640625,0.04296875,0.0546875
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.4453125,0.0,0.0546875,0.0
X,4,2,0.47265625,1.52587890625e-05,0.02734375,0.0078125
X,4,2,0.484375,0.00054931640625,0.0234375,0.046875
X,4,2,0.453125,6.103515625e-05,0.046875,0.015625
X,4,2,0.484375,0.0,0.015625,0.0
X,4,2,0.45703125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.48046875,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.39453125,0.0012359619140625,0.10546875,0.0703125
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.4296875,6.103515625e-05,0.0703125,0.015625
X,4,2,0.50390625,0.0067291259765625,0.08203125,0.1640625
X,4,2,0.48828125,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.37890625,0.0080718994140625,0.12109375,0.1796875
X,4,2,0.41015625,0.0146636962890625,0.12109375,0.2421875
X,4,2,0.41015625,0.0025787353515625,0.08984375,0.1015625
X,4,2,0.5078125,0.00054931640625,0.0234375,0.046875
X,4,2,0.4296875,6.103515625e-05,0.0703125,0.015625
X,4,2,0.39453125,0.0111236572265625,0.10546875,0.2109375
X,4,2,0.3828125,0.00054931640625,0.1171875,0.046875
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.53515625,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.5,6.103515625e-05,0.0078125,0.015625
X,4,2,0.48828125,0.0001373291015625,0.01171875,0.0234375
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.453125,0.00054931640625,0.046875,0.046875
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.44140625,0.0007476806640625,0.05859375,0.0546875
X,4,2,0.484375,0.000244140625,0.015625,0.03125
X,4,2,0.48046875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.48046875,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.47265625,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.44921875,0.0007476806640625,0.05078125,0.0546875
X,4,2,0.51171875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.47265625,1.52587890625e-05,0.02734375,0.0078125
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.41015625,0.0003814697265625,0.08984375,0.0390625
X,4,2,0.41796875,1.52587890625e-05,0.08203125,0.0078125
X,4,2,0.4453125,0.000244140625,0.0546875,0.03125
X,4,2,0.45703125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.4609375,0.000244140625,0.0390625,0.03125
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.48046875,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.44140625,0.0025787353515625,0.05859375,0.1015625
X,4,2,0.5078125,6.103515625e-05,0.0078125,0.015625
X,4,2,0.46875,0.000244140625,0.03125,0.03125
X,4,2,0.48828125,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.48828125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.41796875,0.0001373291015625,0.08203125,0.0234375
X,4,2,0.4453125,0.0,0.0546875,0.0
X,4,2,0.44921875,0.0018463134765625,0.05078125,0.0859375
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.4140625,0.00054931640625,0.0859375,0.046875
X,4,2,0.453125,6.103515625e-05,0.046875,0.015625
X,4,2,0.51171875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.44921875,0.0044097900390625,0.06640625,0.1328125
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.5078125,6.103515625e-05,0.0078125,0.015625
X,4,2,0.46875,0.00152587890625,0.0390625,0.078125
X,4,2,0.453125,0.0009765625,0.046875,0.0625
X,4,2,0.54296875,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.52734375,1.52587890625e-05,0.02734375,0.0078125
X,4,2,0.4765625,0.0,0.0234375,0.0
X,4,2,0.49609375,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.47265625,0.0001373291015625,0.02734375,0.0234375
X,4,2,0.4453125,0.00299072265625,0.0546875,0.109375
X,4,2,0.4375,0.0,0.0625,0.0
X,4,2,0.48046875,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.4375,6.103515625e-05,0.0625,0.015625
X,4,2,0.45703125,0.0044097900390625,0.06640625,0.1328125
X,4,2,0.45703125,0.0044097900390625,0.06640625,0.1328125
X,4,2,0.4453125,6.103515625e-05,0.0546875,0.015625
X,4,2,0.4453125,0.000244140625,0.0546875,0.03125
X,4,2,0.44921875,0.0018463134765625,0.05078125,0.0859375
X,4,2,0.48828125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.484375,0.00054931640625,0.0234375,0.046875
X,4,2,0.5234375,0.00390625,0.0625,0.125
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.51953125,0.0001373291015625,0.01953125,0.0234375
X,4,2,0.44140625,0.0003814697265625,0.05859375,0.0390625
X,4,2,0.48046875,0.0001373291015625,0.01953125,0.0234375
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.4453125,0.00054931640625,0.0546875,0.046875
X,4,2,0.4765625,0.00738525390625,0.0859375,0.171875
X,4,2,0.53125,0.0009765625,0.03125,0.0625
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.45703125,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.48828125,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.4609375,0.0,0.0390625,0.0
X,4,2,0.4453125,0.00152587890625,0.0546875,0.078125
X,4,2,0.48046875,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.4375,0.0,0.0625,0.0
X,4,2,0.41015625,1.52587890625e-05,0.08984375,0.0078125
X,4,2,0.5,0.0009765625,0.03125,0.0625
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.5,0.000244140625,0.015625,0.03125
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.484375,0.0,0.015625,0.0
X,4,2,0.46484375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.45703125,0.0055084228515625,0.07421875,0.1484375
X,4,2,0.44140625,0.0012359619140625,0.05859375,0.0703125
X,4,2,0.41015625,0.0025787353515625,0.08984375,0.1015625
X,4,2,0.5078125,0.000244140625,0.015625,0.03125
X,4,2,0.53515625,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.42578125,0.0012359619140625,0.07421875,0.0703125
X,4,2,0.4765625,0.002197265625,0.046875,0.09375
X,4,2,0.51171875,0.0055084228515625,0.07421875,0.1484375
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.41015625,0.0007476806640625,0.08984375,0.0546875
X,4,2,0.45703125,0.0044097900390625,0.06640625,0.1328125
X,4,2,0.4375,0.0,0.0625,0.0
X,4,2,0.4765625,0.00152587890625,0.0390625,0.078125
X,4,2,0.50390625,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.50390625,1.52587890625e-05,0.00390625,0.0078125
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.48046875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.515625,0.000244140625,0.015625,0.03125
X,4,2,0.45703125,0.0003814697265625,0.04296875,0.0390625
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.44921875,0.0007476806640625,0.05078125,0.0546875
X,4,2,0.4375,0.0,0.0625,0.0
X,4,2,0.5,6.103515625e-05,0.0078125,0.015625
X,4,2,0.45703125,0.0003814697265625,0.04296875,0.0390625
X,4,2,0.453125,0.00494384765625,0.0703125,0.140625
X,4,2,0.421875,0.000244140625,0.078125,0.03125
X,4,2,0.4453125,6.103515625e-05,0.0546875,0.015625
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.44140625,0.0003814697265625,0.05859375,0.0390625
X,4,2,0.50390625,0.0067291259765625,0.08203125,0.1640625
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.45703125,0.0055084228515625,0.07421875,0.1484375
X,4,2,0.47265625,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.453125,0.002197265625,0.046875,0.09375
X,4,2,0.47265625,0.0080718994140625,0.08984375,0.1796875
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.51171875,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.46484375,1.52587890625e-05,0.03515625,0.0078125
X,4,2,0.45703125,1.52587890625e-05,0.04296875,0.0078125
X,4,2,0.46875,0.000244140625,0.03125,0.03125
X,4,2,0.4140625,0.0,0.0859375,0.0
X,4,2,0.47265625,0.0003814697265625,0.02734375,0.0390625
X,4,2,0.4921875,6.103515625e-05,0.0078125,0.015625
X,4,2,0.49609375,0.0080718994140625,0.08984375,0.1796875
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.4765625,6.103515625e-05,0.0234375,0.015625
X,4,2,0.41015625,0.0025787353515625,0.08984375,0.1015625
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.48828125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.46484375,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.375,0.000244140625,0.125,0.03125
X,4,2,0.4765625,0.00054931640625,0.0234375,0.046875
X,4,2,0.4921875,6.103515625e-05,0.0078125,0.015625
X,4,2,0.5078125,0.000244140625,0.015625,0.03125
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.44140625,0.0003814697265625,0.05859375,0.0390625
X,4,2,0.44140625,0.0007476806640625,0.05859375,0.0546875
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.47265625,0.0001373291015625,0.02734375,0.0234375
X,4,2,0.41015625,0.0007476806640625,0.08984375,0.0546875
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.4609375,0.000244140625,0.0390625,0.03125
X,4,2,0.4765625,0.0,0.0234375,0.0
X,4,2,0.45703125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.45703125,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.50390625,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.4765625,0.00152587890625,0.0390625,0.078125
X,4,2,0.47265625,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.4609375,0.00152587890625,0.0390625,0.078125
X,4,2,0.4375,6.103515625e-05,0.0625,0.015625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.5,6.103515625e-05,0.0078125,0.015625
X,4,2,0.484375,0.00152587890625,0.0390625,0.078125
X,4,2,0.45703125,0.0012359619140625,0.04296875,0.0703125
X,4,2,0.453125,6.103515625e-05,0.046875,0.015625
X,4,2,0.44140625,1.52587890625e-05,0.05859375,0.0078125
X,4,2,0.4296875,0.000244140625,0.0703125,0.03125
X,4,2,0.484375,0.0009765625,0.03125,0.0625
X,4,2,0.484375,0.00054931640625,0.0234375,0.046875
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.4453125,0.000244140625,0.0546875,0.03125
X,4,2,0.51171875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.51171875,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.5234375,0.0,0.0234375,0.0
X,4,2,0.44921875,0.0012359619140625,0.05078125,0.0703125
X,4,2,0.48046875,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.46484375,1.52587890625e-05,0.03515625,0.0078125
X,4,2,0.46484375,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.484375,0.000244140625,0.015625,0.03125
X,4,2,0.44140625,0.0001373291015625,0.05859375,0.0234375
X,4,2,0.41796875,0.0007476806640625,0.08203125,0.0546875
X,4,2,0.45703125,0.0001373291015625,0.04296875,0.0234375
X,4,2,0.4375,6.103515625e-05,0.0625,0.015625
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.4453125,0.000244140625,0.0546875,0.03125
X,4,2,0.4375,0.002197265625,0.0625,0.09375
X,4,2,0.45703125,0.0007476806640625,0.04296875,0.0546875
X,4,2,0.48828125,1.52587890625e-05,0.01171875,0.0078125
X,4,2,0.45703125,0.0003814697265625,0.04296875,0.0390625
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.50390625,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.41015625,0.0146636962890625,0.12109375,0.2421875
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.4765625,0.0009765625,0.03125,0.0625
X,4,2,0.2890625,0.0,0.2109375,0.0
X,4,2,0.50390625,0.0034332275390625,0.05859375,0.1171875
X,4,2,0.46484375,0.0001373291015625,0.03515625,0.0234375
X,4,2,0.45703125,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.51171875,0.0001373291015625,0.01171875,0.0234375
X,4,2,0.4375,0.002197265625,0.0625,0.09375
X,4,2,0.50390625,0.0001373291015625,0.01171875,0.0234375
X,4,2,0.49609375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.47265625,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.46484375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.47265625,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.453125,0.0009765625,0.046875,0.0625
X,4,2,0.5,0.00054931640625,0.0234375,0.046875
X,4,2,0.48046875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.52734375,1.52587890625e-05,0.02734375,0.0078125
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.3359375,0.002197265625,0.1640625,0.09375
X,4,2,0.45703125,0.0007476806640625,0.04296875,0.0546875
X,4,2,0.4375,0.002197265625,0.0625,0.09375
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.41015625,0.0025787353515625,0.08984375,0.1015625
X,4,2,0.5,0.00054931640625,0.0234375,0.046875
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.45703125,0.0001373291015625,0.04296875,0.0234375
X,4,2,0.4453125,6.103515625e-05,0.0546875,0.015625
X,4,2,0.47265625,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.44921875,0.0018463134765625,0.05078125,0.0859375
X,4,2,0.5078125,6.103515625e-05,0.0078125,0.015625
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.50390625,1.52587890625e-05,0.00390625,0.0078125
X,4,2,0.44921875,0.0007476806640625,0.05078125,0.0546875
X,4,2,0.47265625,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.43359375,0.0007476806640625,0.06640625,0.0546875
X,4,2,0.53125,0.0,0.03125,0.0
X,4,2,0.46875,0.00390625,0.0625,0.125
X,4,2,0.46484375,0.0007476806640625,0.03515625,0.0546875
X,4,2,0.4609375,0.00494384765625,0.0703125,0.140625
X,4,2,0.45703125,0.0007476806640625,0.04296875,0.0546875
X,4,2,0.4609375,6.103515625e-05,0.0390625,0.015625
X,4,2,0.4921875,0.0009765625,0.03125,0.0625
X,4,2,0.47265625,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.47265625,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.47265625,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.46875,0.000244140625,0.03125,0.03125
X,4,2,0.50390625,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.49609375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.44921875,0.0007476806640625,0.05078125,0.0546875
X,4,2,0.48828125,1.52587890625e-05,0.01171875,0.0078125
X,4,2,0.47265625,0.0001373291015625,0.02734375,0.0234375
X,4,2,0.5,6.103515625e-05,0.0078125,0.015625
X,4,2,0.38671875,0.0095367431640625,0.11328125,0.1953125
X,4,2,0.49609375,0.0080718994140625,0.08984375,0.1796875
X,4,2,0.49609375,1.52587890625e-05,0.00390625,0.0078125
X,4,2,0.44140625,0.0012359619140625,0.05859375,0.0703125
X,4,2,0.46875,0.0,0.03125,0.0
X,4,2,0.45703125,0.0003814697265625,0.04296875,0.0390625
X,4,2,0.51953125,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.5,0.000244140625,0.015625,0.03125
X,4,2,0.53515625,0.0025787353515625,0.05078125,0.1015625
X,4,2,0.4609375,0.0,0.0390625,0.0
X,4,2,0.39453125,0.0111236572265625,0.10546875,0.2109375
X,4,2,0.5,0.0009765625,0.03125,0.0625
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.421875,0.000244140625,0.078125,0.03125
X,4,2,0.42578125,0.0001373291015625,0.07421875,0.0234375
X,4,2,0.44921875,0.0012359619140625,0.05078125,0.0703125
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.44921875,0.0012359619140625,0.05078125,0.0703125
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.5,0.00390625,0.0625,0.125
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.46484375,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.453125,0.00054931640625,0.046875,0.046875
X,4,2,0.46484375,0.0003814697265625,0.03515625,0.0390625
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.46875,0.00054931640625,0.03125,0.046875
X,4,2,0.4921875,6.103515625e-05,0.0078125,0.015625
X,4,2,0.5,0.00390625,0.0625,0.125
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.4453125,6.103515625e-05,0.0546875,0.015625
X,4,2,0.39453125,0.0111236572265625,0.10546875,0.2109375
X,4,2,0.484375,0.0,0.015625,0.0
X,4,2,0.48828125,1.52587890625e-05,0.01171875,0.0078125
X,4,2,0.515625,0.002197265625,0.046875,0.09375
X,4,2,0.5,0.0009765625,0.03125,0.0625
X,4,2,0.48828125,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.4609375,0.00152587890625,0.0390625,0.078125
X,4,2,0.4140625,6.103515625e-05,0.0859375,0.015625
X,4,2,0.48828125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.46484375,1.52587890625e-05,0.03515625,0.0078125
X,4,2,0.4453125,0.00152587890625,0.0546875,0.078125
X,4,2,0.48046875,0.0001373291015625,0.01953125,0.0234375
X,4,2,0.5,0.000244140625,0.015625,0.03125
X,4,2,0.4921875,0.0,0.0078125,0.0
X,4,2,0.43359375,1.52587890625e-05,0.06640625,0.0078125
X,4,2,0.3984375,6.103515625e-05,0.1015625,0.015625
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.48828125,1.52587890625e-05,0.01171875,0.0078125
X,4,2,0.53125,0.00299072265625,0.0546875,0.109375
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.484375,6.103515625e-05,0.015625,0.015625
X,4,2,0.5078125,0.000244140625,0.015625,0.03125
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.44140625,0.0001373291015625,0.05859375,0.0234375
X,4,2,0.4375,0.00054931640625,0.0625,0.046875
X,4,2,0.484375,0.0,0.015625,0.0
X,4,2,0.42578125,0.0012359619140625,0.07421875,0.0703125
X,4,2,0.42578125,0.0018463134765625,0.07421875,0.0859375
X,4,2,0.40234375,0.0003814697265625,0.09765625,0.0390625
X,4,2,0.375,0.00738525390625,0.125,0.171875
X,4,2,0.4765625,0.00054931640625,0.0234375,0.046875
X,4,2,0.5,0.0,0.0,0.0
X,4,2,0.49609375,0.0007476806640625,0.02734375,0.0546875
X,4,2,0.45703125,0.0012359619140625,0.04296875,0.0703125
X,4,2,0.43359375,0.0025787353515625,0.06640625,0.1015625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.44140625,0.0034332275390625,0.05859375,0.1171875
X,4,2,0.484375,0.00152587890625,0.0390625,0.078125
X,4,2,0.484375,0.0,0.015625,0.0
X,4,2,0.421875,0.0,0.078125,0.0
X,4,2,0.45703125,0.0018463134765625,0.04296875,0.0859375
X,4,2,0.484375,0.002197265625,0.046875,0.09375
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.515625,0.00494384765625,0.0703125,0.140625
X,4,2,0.5,0.0,0.0,0.0
X,4,2,0.37890625,0.0080718994140625,0.12109375,0.1796875
X,4,2,0.4609375,0.00054931640625,0.0390625,0.046875
X,4,2,0.5390625,0.002197265625,0.046875,0.09375
X,4,2,0.48046875,1.52587890625e-05,0.01953125,0.0078125
X,4,2,0.5078125,0.006103515625,0.078125,0.15625
X,4,2,0.44140625,0.0003814697265625,0.05859375,0.0390625
X,4,2,0.49609375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.55859375,0.0007476806640625,0.05859375,0.0546875
X,4,2,0.44140625,0.0003814697265625,0.05859375,0.0390625
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.5078125,6.103515625e-05,0.0078125,0.015625
X,4,2,0.4140625,0.0009765625,0.0859375,0.0625
X,4,2,0.42578125,0.0012359619140625,0.07421875,0.0703125
X,4,2,0.45703125,1.52587890625e-05,0.04296875,0.0078125
X,4,2,0.44140625,0.0025787353515625,0.05859375,0.1015625
X,4,2,0.41015625,0.0007476806640625,0.08984375,0.0546875
X,4,2,0.47265625,0.0003814697265625,0.02734375,0.0390625
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.49609375,0.0001373291015625,0.01171875,0.0234375
X,4,2,0.47265625,0.0034332275390625,0.05859375,0.1171875
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.4609375,0.0009765625,0.0390625,0.0625
X,4,2,0.4921875,0.00054931640625,0.0234375,0.046875
X,4,2,0.50390625,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.46875,0.0009765625,0.03125,0.0625
X,4,2,0.48046875,0.0003814697265625,0.01953125,0.0390625
X,4,2,0.46875,6.103515625e-05,0.03125,0.015625
X,4,2,0.44921875,0.0001373291015625,0.05078125,0.0234375
X,4,2,0.421875,0.000244140625,0.078125,0.03125
X,4,2,0.4453125,6.103515625e-05,0.0546875,0.015625
X,4,2,0.4765625,0.000244140625,0.0234375,0.03125
X,4,2,0.515625,6.103515625e-05,0.015625,0.015625
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.51953125,0.0001373291015625,0.01953125,0.0234375
X,4,2,0.5234375,0.0,0.0234375,0.0
X,4,2,0.453125,0.000244140625,0.046875,0.03125
X,4,2,0.4765625,0.00152587890625,0.0390625,0.078125
X,4,2,0.49609375,0.0001373291015625,0.01171875,0.0234375
X,4,2,0.49609375,0.0012359619140625,0.03515625,0.0703125
X,4,2,0.47265625,0.0012359619140625,0.03515625,0.0703125
