threshold,n_unknowns,stat,acc_Z,acc_X,overall_accuracy
0.0,2,var,0.0,1.0,0.5
0.015,4,var,0.489,1.0,0.7444999999999999
0.02,6,var,0.742,1.0,0.871
0.015,8,var,0.8665,1.0,0.93325
0.015,10,var,0.9345,1.0,0.9672499999999999
0.015,12,var,0.969,1.0,0.9844999999999999
0.01,16,var,0.991,1.0,0.9955
0.01,20,var,0.9985,1.0,0.99925
